MARCA,MODELLO,COSTO_KM_15000KM,FRINGE_25,FRINGE_30,FRINGE_50,FRINGE_60,TIPO_ALIMENTAZIONE
PORSCHE,MACAN 2.9 TURBO 440CV,1.3623,5108.63,6130.35,10217.25,12260.7,Benzina
PORSCHE,PANAMERA 4.0 GTS 500CV MOD 2024,1.946,7297.5,8757.0,14595.0,17514.0,Benzina
RENAULT,CAPTUR 1.0 TCE 90CV MOD 2024,0.4623,1733.63,2080.35,3467.25,4160.7,Benzina
RENAULT,CLIO 2019 1.0 SCE 65CV,0.4095,1535.63,1842.75,3071.25,3685.5,Benzina
RENAULT,CLIO 2019 1.0 TCE 90CV,0.4219,1582.13,1898.55,3164.25,3797.1,Benzina
RENAULT,KANGOO 2021 1.3 102CV,0.5346,2004.75,2405.7,4009.5,4811.4,Benzina
RENAULT,KANGOO 2021 1.3 130CV,0.5511,2066.63,2479.95,4133.25,4959.9,Benzina
RENAULT,TWINGO 2019 1.0 65CV,0.3817,1431.38,1717.65,2862.75,3435.3,Benzina
ROLLS,ROYCE GHOST 7.0 570CV,3.1234,11712.75,14055.3,23425.5,28110.6,Benzina
SEAT,ARONA 2020 1.0 ECOTSI 95CV,0.4371,1639.13,1966.95,3278.25,3933.9,Benzina
SEAT,ARONA 2020 1.5 TSI 150CV,0.5224,1959.0,2350.8,3918.0,4701.6,Benzina
SEAT,ATECA 2020 1.5 ECOTSI 150CV,0.5688,2133.0,2559.6,4266.0,5119.2,Benzina
SEAT,IBIZA 2020 1.0 ECOTSI 95CV,0.4666,1749.75,2099.7,3499.5,4199.4,Benzina
SEAT,IBIZA 2020 1.5 TSI 150CV,0.5402,2025.75,2430.9,4051.5,4861.8,Benzina
SEAT,LEON 1.5 TSI 116CV 2024,0.5363,2011.13,2413.35,4022.25,4826.7,Benzina
SEAT,LEON 1.5 TSI 150CV 2024,0.5539,2077.13,2492.55,4154.25,4985.1,Benzina
SEAT,TARRACO 2019 1.5 TSI 150CV,0.6185,2319.38,2783.25,4638.75,5566.5,Benzina
SKODA,FABIA 2021 1.0 MPI 80CV,0.4404,1651.5,1981.8,3303.0,3963.6,Benzina
SKODA,FABIA 2021 1.0 TSI 115CV,0.4592,1722.0,2066.4,3444.0,4132.8,Benzina
SKODA,FABIA 2021 1.0 TSI 95CV,0.4486,1682.25,2018.7,3364.5,4037.4,Benzina
SKODA,FABIA 2021 1.5 TSI EVO 150CV,0.5542,2078.25,2493.9,4156.5,4987.8,Benzina
SKODA,KAMIQ 1.0 TSI 95CV,0.4674,1752.75,2103.3,3505.5,4206.6,Benzina
SKODA,KAMIQ 1.0 TSI 116CV,0.4822,1808.25,2169.9,3616.5,4339.8,Benzina
SKODA,KAMIQ 1.5 TSI 150CV,0.5173,1939.88,2327.85,3879.75,4655.7,Benzina
SKODA,KAROQ 1.0 TSI 115CV MOD 2024,0.5309,1990.88,2389.05,3981.75,4778.1,Benzina
SKODA,KAROQ 2020 1.5 TSI ACT 150CV,0.5517,2068.88,2482.65,4137.75,4965.3,Benzina
SKODA,OCTAVIA 1.5 TSI 115CV BERLINA,0.5409,2028.38,2434.05,4056.75,4868.1,Benzina
SKODA,OCTAVIA 2020 1.5 TSI 150CV,0.569,2133.75,2560.5,4267.5,5121.0,Benzina
SKODA,OCTAVIA WAGON 2020 1.5 TSI 150CV,0.5865,2199.38,2639.25,4398.75,5278.5,Benzina
SKODA,SCALA 2019 1.0 TSI 116CV,0.5074,1902.75,2283.3,3805.5,4566.6,Benzina
SKODA,SCALA 2019 1.0 TSI 95CV,0.4993,1872.38,2246.85,3744.75,4493.7,Benzina
SKODA,SCALA 2019 1.5 TSI 150CV,0.5664,2124.0,2548.8,4248.0,5097.6,Benzina
SKODA,SUPERB SW 2.0 TSI 4X4 265CV MOD 2024,0.8143,3053.63,3664.35,6107.25,7328.7,Benzina
SPORTEQUIPE,SPORTEQUIPE 5 1.5 154CV,0.632,2370.0,2844.0,4740.0,5688.0,Benzina
SPORTEQUIPE,SPORTEQUIPE 6 1.5 154CV,0.6494,2435.25,2922.3,4870.5,5844.6,Benzina
SPORTEQUIPE,SPORTEQUIPE 7 1.5 160CV,0.6615,2480.63,2976.75,4961.25,5953.5,Benzina
SSANGYONG,KORANDO 2019 1.5 GDI TURBO 2WD 163CV,0.5862,2198.25,2637.9,4396.5,5275.8,Benzina
SSANGYONG,KORANDO 2019 1.5 GDI TURBO AWD 163CV,0.6063,2273.63,2728.35,4547.25,5456.7,Benzina
SUBARU,OUTBACK 2021 2.5I 170CV,0.7652,2869.5,3443.4,5739.0,6886.8,Benzina
SUBARU,XV 1.6I 114CV LINEARTRONIC,0.5654,2120.25,2544.3,4240.5,5088.6,Benzina
TOYOTA,AYGO X 1.0 72CV,0.4185,1569.38,1883.25,3138.75,3766.5,Benzina
TOYOTA,GR86 2.4 SPORT 234CV,0.7212,2704.5,3245.4,5409.0,6490.8,Benzina
TOYOTA,PROACE CITY VERSO 1.2 110CV,0.5282,1980.75,2376.9,3961.5,4753.8,Benzina
TOYOTA,SUPRA 2022 2.0B 258CV,0.8682,3255.75,3906.9,6511.5,7813.8,Benzina
TOYOTA,SUPRA 2022 3.0 340CV,0.9829,3685.88,4423.05,7371.75,8846.1,Benzina
VOLKSWAGEN,CADDY 2023 1.5 TSI 114CV EURO 6D,0.5856,2196.0,2635.2,4392.0,5270.4,Benzina
VOLKSWAGEN,GOLF VARIANT VIII 1.5 TSI 115CV,0.573,2148.75,2578.5,4297.5,5157.0,Benzina
VOLKSWAGEN,GOLF VIII 1.5 TSI 115CV,0.5624,2109.0,2530.8,4218.0,5061.6,Benzina
VOLKSWAGEN,GOLF VIII 2024 1.5 TSI 150CV,0.5837,2188.88,2626.65,4377.75,5253.3,Benzina
VOLKSWAGEN,POLO 2021 1.0 TSI 115CV,0.545,2043.75,2452.5,4087.5,4905.0,Benzina
VOLKSWAGEN,POLO 2021 1.0 TSI 80CV,0.4816,1806.0,2167.2,3612.0,4334.4,Benzina
VOLKSWAGEN,POLO 2021 1.0 TSI 95CV,0.4759,1784.63,2141.55,3569.25,4283.1,Benzina
VOLKSWAGEN,TAIGO 1.0 TSI 115CV,0.5,1875.0,2250.0,3750.0,4500.0,Benzina
VOLKSWAGEN,TAIGO 1.0 TSI 95CV,0.4743,1778.63,2134.35,3557.25,4268.7,Benzina
VOLKSWAGEN,TAIGO 1.5 TSI 150CV,0.5499,2062.13,2474.55,4124.25,4949.1,Benzina
VOLKSWAGEN,T-CROSS 2024 1.0 115CV,0.4958,1859.25,2231.1,3718.5,4462.2,Benzina
VOLKSWAGEN,T-CROSS 2024 1.0 95CV,0.4854,1820.25,2184.3,3640.5,4368.6,Benzina
VOLKSWAGEN,TIGUAN ALLSPACE 1.5 TSI ACT 150CV,0.6956,2608.5,3130.2,5217.0,6260.4,Benzina
VOLKSWAGEN,TOURAN 1.5 TSI 150CV,0.6992,2622.0,3146.4,5244.0,6292.8,Benzina
VOLKSWAGEN,T-ROC 1.5 TSI ACT 150CV,0.562,2107.5,2529.0,4215.0,5058.0,Benzina
VOLKSWAGEN,T-ROC CABRIO 2022 1.5 TSI 150CV,0.6362,2385.75,2862.9,4771.5,5725.8,Benzina
ALFA,ROMEO GIULIA 2.2 TD 160CV,0.6796,2548.5,3058.2,5097.0,6116.4,Diesel
ALFA,ROMEO GIULIA 2.2 TD AT8 210CV AWD,0.7414,2780.25,3336.3,5560.5,6672.6,Diesel
ALFA,ROMEO STELVIO 2.2 TD 160CV,0.7154,2682.75,3219.3,5365.5,6438.6,Diesel
ALFA,ROMEO STELVIO 2.2 TD AT8 Q4 VELOCE 210CV,0.8081,3030.38,3636.45,6060.75,7272.9,Diesel
ALFA,ROMEO TONALE 1.6D 130CV,0.5634,2112.75,2535.3,4225.5,5070.6,Diesel
AUDI,A3 2020 SEDAN 30 TDI 2.0 116CV,0.4976,1866.0,2239.2,3732.0,4478.4,Diesel
AUDI,A3 2020 SEDAN 35 TDI S-TRONIC 2.0 150CV,0.5476,2053.5,2464.2,4107.0,4928.4,Diesel
AUDI,A3 2020 SPB 30 TDI 2.0 116CV,0.4875,1828.13,2193.75,3656.25,4387.5,Diesel
AUDI,A3 2020 SPB 35 TDI 2.0 S-TRONIC 150CV,0.5386,2019.75,2423.7,4039.5,4847.4,Diesel
AUDI,A3 ALLSTREET 35 TDI 2.0 150CV,0.5782,2168.25,2601.9,4336.5,5203.8,Diesel
AUDI,Q2 35 2.0 TDI QUATTRO S-TRONIC 150CV,0.6064,2274.0,2728.8,4548.0,5457.6,Diesel
AUDI,Q2 35 2.0 TDI S-TRONIC 150CV,0.5742,2153.25,2583.9,4306.5,5167.8,Diesel
AUDI,Q3 35 2.0 TDI S-TRONIC 150CV,0.5976,2241.0,2689.2,4482.0,5378.4,Diesel
AUDI,Q3 40 2.0 TDI QUATTRO S-TRONIC 200CV,0.6816,2556.0,3067.2,5112.0,6134.4,Diesel
BMW,118D 2.0 150CV MOD 2024,0.5651,2119.13,2542.95,4238.25,5085.9,Diesel
BMW,216D 1.5 116CV GRAN COUPÉ,0.5445,2041.88,2450.25,4083.75,4900.5,Diesel
BMW,218D 2.0 150CV GRAN COUPÉ,0.5839,2189.63,2627.55,4379.25,5255.1,Diesel
BMW,218D 2022 2.0 150CV ACTIVE TOURER,0.5636,2113.5,2536.2,4227.0,5072.4,Diesel
BMW,220D 2.0 190CV GRAN COUPÉ,0.6392,2397.0,2876.4,4794.0,5752.8,Diesel
BMW,220D XDRIVE 2.0 190CV GRAN COUPÉ,0.6628,2485.5,2982.6,4971.0,5965.2,Diesel
BMW,X1 2022 SDRIVE 18D 2.0 150CV,0.6004,2251.5,2701.8,4503.0,5403.6,Diesel
BMW,X1 SDRIVE 20D 2.0 163CV MOD 2024,0.6117,2293.88,2752.65,4587.75,5505.3,Diesel
BMW,X2 SDRIVE 18D 150CV MOD 2024,0.6062,2273.25,2727.9,4546.5,5455.8,Diesel
CADILLAC,ESCALADE 2022 3.0L TD AWD 280CV,1.4285,5356.88,6428.25,10713.75,12856.5,Diesel
CADILLAC,XT4 350TD 2.0 174CV,0.6755,2533.13,3039.75,5066.25,6079.5,Diesel
CITROEN,BERLINGO MULTISPACE 1.5 BLUEHDI 130 CV,0.4607,1727.63,2073.15,3455.25,4146.3,Diesel
CITROEN,C4 2020 1.5 BLUEHDI AUT 130CV,0.4771,1789.13,2146.95,3578.25,4293.9,Diesel
CITROEN,C4-X 1.5 BLUEHDI 130CV,0.4959,1859.63,2231.55,3719.25,4463.1,Diesel
CUPRA,FORMENTOR 2.0 TDI 4DRIVE 150CV,0.6222,2333.25,2799.9,4666.5,5599.8,Diesel
CUPRA,LEON 2.0 TDI 150CV,0.5495,2060.63,2472.75,4121.25,4945.5,Diesel
CUPRA,LEON SPORTSTOURER 2.0 TDI 150CV,0.5543,2078.63,2494.35,4157.25,4988.7,Diesel
DS,DS3 2022 BLUEHDI 1.5 AUT 130CV,0.5158,1934.25,2321.1,3868.5,4642.2,Diesel
DS,DS4 1.5 BLUEHDI AUT 130 CV MOD 2024,0.5641,2115.38,2538.45,4230.75,5076.9,Diesel
DS,DS7 2022 1.5 BLUEHDI 130CV,0.5798,2174.25,2609.1,4348.5,5218.2,Diesel
FIAT,500X 1.3 MULTIJET 95CV,0.4411,1654.13,1984.95,3308.25,3969.9,Diesel
FIAT,TIPO 1.6 MTJ 130CV 5 PORTE,0.4393,1647.38,1976.85,3294.75,3953.7,Diesel
FIAT,TIPO STATION 1.6 MTJ 130CV SW,0.4478,1679.25,2015.1,3358.5,4030.2,Diesel
FIAT,ULISSE 2.0 BLUEHDI 177CV MOD 2024,0.7107,2665.13,3198.15,5330.25,6396.3,Diesel
FORD,FOCUS IV 1.5 ECOBLUE 115CV AUT,0.5123,1921.13,2305.35,3842.25,4610.7,Diesel
FORD,TOURNEO CONNECT 2.0 TDCI 122 CV,0.5248,1968.0,2361.6,3936.0,4723.2,Diesel
HYUNDAI,SANTA FE 2.2 CRDI 193CV,0.7416,2781.0,3337.2,5562.0,6674.4,Diesel
HYUNDAI,STARIA 2.2 AT 177CV 7 POSTI,0.7895,2960.63,3552.75,5921.25,7105.5,Diesel
HYUNDAI,STARIA 2.2 AT 177CV 9 POSTI,0.6859,2572.13,3086.55,5144.25,6173.1,Diesel
HYUNDAI,TUCSON 1.6 CRDI 116CV,0.5234,1962.75,2355.3,3925.5,4710.6,Diesel
INEOS,GRANADIER 3.0 D 249 CV MOD.2024,1.0131,3799.13,4558.95,7598.25,9117.9,Diesel
JEEP,RENEGADE 1.6 MTJ 130CV,0.4929,1848.38,2218.05,3696.75,4436.1,Diesel
KG,MOBILITY KORANDO 1.6 136CV,0.5003,1876.13,2251.35,3752.25,4502.7,Diesel
KG,MOBILITY REXTON 2.2 200CV 4WD,0.7535,2825.63,3390.75,5651.25,6781.5,Diesel
KIA,SORENTO 2024 2.2 CRDI 4WD 193CV,0.7133,2674.88,3209.85,5349.75,6419.7,Diesel
KIA,SORENTO 2024 2.2 CRDI 2WD 193CV,0.6617,2481.38,2977.65,4962.75,5955.3,Diesel
LAND,ROVER RANGE ROVER EVOQUE 2.0D I4 163CV,0.6544,2454.0,2944.8,4908.0,5889.6,Diesel
MAZDA,CX-5 2.2L SKYACTIV-D 150CV,0.6018,2256.75,2708.1,4513.5,5416.2,Diesel
MAZDA,CX-5 2.2L SKYACTIV-D 2WD 184CV AWD,0.6707,2515.13,3018.15,5030.25,6036.3,Diesel
MERCEDES,A180D AUT 2023 2.0 116CV,0.5606,2102.25,2522.7,4204.5,5045.4,Diesel
MERCEDES,A200D AUT 2023 2.0 150CV,0.5795,2173.13,2607.75,4346.25,5215.5,Diesel
MERCEDES,A220D AUT 2023 2.0 190CV,0.6088,2283.0,2739.6,4566.0,5479.2,Diesel
MERCEDES,B180D AUT 2023 2.0 116CV,0.571,2141.25,2569.5,4282.5,5139.0,Diesel
MERCEDES,B200D AUT 2023 2.0 150CV,0.5896,2211.0,2653.2,4422.0,5306.4,Diesel
MERCEDES,B200D AUT 2023 2.0 190CV,0.6189,2320.88,2785.05,4641.75,5570.1,Diesel
MERCEDES,CLA 180D AUT 2.0 116CV,0.6315,2368.13,2841.75,4736.25,5683.5,Diesel
MERCEDES,CLA 200D AUT 2.0 150CV,0.6538,2451.75,2942.1,4903.5,5884.2,Diesel
MERCEDES,CLA 220D AUT 2.0 190CV,0.6679,2504.63,3005.55,5009.25,6011.1,Diesel
MERCEDES,GLA 180D AUT 2.0 116CV,0.5949,2230.88,2677.05,4461.75,5354.1,Diesel
MERCEDES,GLA 200D AUT 2.0 150CV,0.6167,2312.63,2775.15,4625.25,5550.3,Diesel
MERCEDES,GLA 200D AUT 4MATIC 2.0 150CV,0.6636,2488.5,2986.2,4977.0,5972.4,Diesel
MERCEDES,GLA 220D AUT 4MATIC 2.0 190CV,0.6857,2571.38,3085.65,5142.75,6171.3,Diesel
MERCEDES,T-CLASS 1.5 CDI 116CV MOD 2024,0.5185,1944.38,2333.25,3888.75,4666.5,Diesel
MERCEDES,VITO TOURER 2.0D 136CV,0.6693,2509.88,3011.85,5019.75,6023.7,Diesel
MERCEDES,V-KLASSE 2.0D 190 CV,0.7687,2882.63,3459.15,5765.25,6918.3,Diesel
MERCEDES,ASTRA 2022 1.5 TURBO D 130CV,0.4802,1800.75,2160.9,3601.5,4321.8,Diesel
OPEL,GRANDLAND X 1.5 D 130CV,0.5144,1929.0,2314.8,3858.0,4629.6,Diesel
OPEL,308 2021 1.5 BLUEHDI 130CV,0.4889,1833.38,2200.05,3666.75,4400.1,Diesel
PEUGEOT,5008 1.5 BLUEHDI 131CV,0.5433,2037.38,2444.85,4074.75,4889.7,Diesel
PEUGEOT,508 BLUEHDI 1.5 130CV,0.5638,2114.25,2537.1,4228.5,5074.2,Diesel
PEUGEOT,508 STATION 1.5 BLUEHDI S&S 130CV,0.5689,2133.38,2560.05,4266.75,5120.1,Diesel
RENAULT,CLIO 1.5 101CV,0.4078,1529.25,1835.1,3058.5,3670.2,Diesel
RENAULT,KANGOO 2021 1.5 BLUE DCI 95CV,0.4615,1730.63,2076.75,3461.25,4153.5,Diesel
SEAT,ATECA 2.0 TDI 2X4 150CV,0.5697,2136.38,2563.65,4272.75,5127.3,Diesel
SEAT,LEON 2020 2.0 TDI DSG 150CV,0.5155,1933.13,2319.75,3866.25,4639.5,Diesel
SEAT,LEON SPORTSTOURER 2020 2.0 TDI DSG 150CV SW,0.522,1957.5,2349.0,3915.0,4698.0,Diesel
SEAT,TARRACO 2019 2.0 TDI 150CV,0.5901,2212.88,2655.45,4425.75,5310.9,Diesel
SKODA,KAROQ 2020 2.0 TDI 115CV,0.5108,1915.5,2298.6,3831.0,4597.2,Diesel
SKODA,KAROQ 2020 2.0 TDI 4X4 150CV,0.5796,2173.5,2608.2,4347.0,5216.4,Diesel
SKODA,KODIAQ 2024 2.0TDI 150CV,0.6107,2290.13,2748.15,4580.25,5496.3,Diesel
SKODA,KODIAQ 2024 2.0TDI 4X4 193CV,0.661,2478.75,2974.5,4957.5,5949.0,Diesel
SKODA,OCTAVIA 2.0 TDI 115CV MOD 2024,0.5049,1893.38,2272.05,3786.75,4544.1,Diesel
SKODA,OCTAVIA 2020 2.0 TDI 150CV,0.5148,1930.5,2316.6,3861.0,4633.2,Diesel
SKODA,OCTAVIA WAGON 2.0 TDI 115CV MOD 2024,0.5175,1940.63,2328.75,3881.25,4657.5,Diesel
SKODA,OCTAVIA WAGON 2020 2.0 TDI 150CV,0.5266,1974.75,2369.7,3949.5,4739.4,Diesel
SKODA,SUPERB 2.0 TDI DSG 150CV,0.6049,2268.38,2722.05,4536.75,5444.1,Diesel
SKODA,SUPERB SW 2.0 TDI 4X4 193CV MOD 2024,0.6652,2494.5,2993.4,4989.0,5986.8,Diesel
SPORTEQUIPE,X K2 2.0 D 162 CV,0.6962,2610.75,3132.9,5221.5,6265.8,Diesel
SSANGYONG,KORANDO 2019 1.6D 2WD 136CV,0.5211,1954.13,2344.95,3908.25,4689.9,Diesel
SSANGYONG,REXTON 2.2D 202CV 4WD,0.7278,2729.25,3275.1,5458.5,6550.2,Diesel
TOYOTA,LAND CRUISER 2.8 D4D 205CV MOD 2024,0.9714,3642.75,4371.3,7285.5,8742.6,Diesel
VOLKSWAGEN,CADDY 2.0 TDI 122CV,0.5441,2040.38,2448.45,4080.75,4896.9,Diesel
VOLKSWAGEN,CADDY 2.0 TDI 102CV,0.5141,1927.88,2313.45,3855.75,4626.9,Diesel
VOLKSWAGEN,GOLF VARIANT VIII 2020 2.0 TDI 116CV,0.5048,1893.0,2271.6,3786.0,4543.2,Diesel
VOLKSWAGEN,GOLF VARIANT VIII 2020 2.0 TDI 150CV,0.5437,2038.88,2446.65,4077.75,4893.3,Diesel
VOLKSWAGEN,GOLF VIII 2.0 TDI 115CV,0.5075,1903.13,2283.75,3806.25,4567.5,Diesel
VOLKSWAGEN,GOLF VIII 2.0 TDI 150CV,0.5414,2030.25,2436.3,4060.5,4872.6,Diesel
VOLKSWAGEN,MULTIVAN 2.0 150CV,0.7329,2748.38,3298.05,5496.75,6596.1,Diesel
VOLKSWAGEN,PASSAT STATION 2024 2.0 TDI 122CV,0.603,2261.25,2713.5,4522.5,5427.0,Diesel
VOLKSWAGEN,PASSAT STATION 2024 2.0 TDI 150CV,0.6375,2390.63,2868.75,4781.25,5737.5,Diesel
VOLKSWAGEN,PASSAT STATION 2024 2.0 TDI 4MOTION 193CV,0.7152,2682.0,3218.4,5364.0,6436.8,Diesel
VOLKSWAGEN,TIGUAN 2024 2.0 TDI 193CV,0.6457,2421.38,2905.65,4842.75,5811.3,Diesel
VOLKSWAGEN,TIGUAN 2024 2.0 TDI 150CV,0.603,2261.25,2713.5,4522.5,5427.0,Diesel
VOLKSWAGEN,TIGUAN ALLSPACE 2.0 TDI 150CV,0.6399,2399.63,2879.55,4799.25,5759.1,Diesel
VOLKSWAGEN,TOUAREG 3.0 TDI 231 CV MOD.2023,0.9614,3605.25,4326.3,7210.5,8652.6,Diesel
VOLKSWAGEN,TOURAN 2.0 TDI 122CV,0.59,2212.5,2655.0,4425.0,5310.0,Diesel
VOLKSWAGEN,TOURAN 2.0 TDI 150CV 2WD,0.6161,2310.38,2772.45,4620.75,5544.9,Diesel
VOLKSWAGEN,T-ROC 2.0 TDI 115CV,0.5226,1959.75,2351.7,3919.5,4703.4,Diesel
VOLKSWAGEN,T-ROC 2.0 TDI 4MOTION 150CV,0.6167,2312.63,2775.15,4625.25,5550.3,Diesel
VOLKSWAGEN,T-ROC 2.0 TDI BLUEMOTION 150CV,0.5821,2182.88,2619.45,4365.75,5238.9,Diesel
ABARTH,500E ELETTRICA,0.4421,663.15,1657.88,1989.45,0.0,Elettrico
ABARTH,500E CABRIO ELETTRICA,0.4453,667.95,1669.88,2003.85,0.0,Elettrico
AIWAYS,U5 204CV ELETTRICA,0.5058,758.7,1896.75,2276.1,0.0,Elettrico
AIWAYS,U6 218CV ELETTRICA,0.5246,786.9,1967.25,2360.7,0.0,Elettrico
ALFA,ROMEO JUNIOR BEV 156CV MOD,2024.0,0.4346,651.9,1629.75,1955.7,Elettrico
ALPINE,A290 GT 102CV ELETTRICA,0.4431,664.65,1661.63,1993.95,0.0,Elettrico
ALPINE,A290 GT 122CV ELETTRICA,0.4668,700.2,1750.5,2100.6,0.0,Elettrico
AUDI,A6 E-TRON 83 KWH 286CV MOD,2024.0,0.6148,922.2,2305.5,2766.6,Elettrico
AUDI,E-TRON GT RS QUATTRO 857CV MOD,2024.0,1.2952,1942.8,4857.0,5828.4,Elettrico
AUDI,E-TRON GT S QUATTRO 680CV MOD,2024.0,1.0741,1611.15,4027.88,4833.45,Elettrico
AUDI,Q4 E-TRON 35 170CV ELETTRICA,0.5374,806.15,2015.38,2418.46,0.0,Elettrico
AUDI,Q4 E-TRON 45 265CV,0.5919,887.85,2219.63,2663.55,0.0,Elettrico
AUDI,Q4 E-TRON 45 QUATTRO 286CV ELETTRICA,0.5962,894.28,2235.7,2682.84,0.0,Elettrico
AUDI,Q4 E-TRON 55 QUATTRO 340CV,0.6474,971.1,2427.75,2913.3,0.0,Elettrico
AUDI,Q6 E-TRON 292CV ELETTRICA,0.6485,972.75,2431.88,2918.25,0.0,Elettrico
AUDI,Q6 E-TRON PERFORMANCE 326CV MOD,2024.0,0.6884,1032.6,2581.5,3097.8,Elettrico
AUDI,Q6 E-TRON QUATTRO 387CV,0.733,1099.5,2748.75,3298.5,0.0,Elettrico
AUDI,Q8 E-TRON 50 QUATTRO,0.7622,1143.3,2858.25,3429.9,0.0,Elettrico
AUDI,Q8 E-TRON 55 QUATTRO,0.8342,1251.3,3128.25,3753.9,0.0,Elettrico
AUDI,SQ6 E-TRON QUATTRO ELETTRICA,0.8563,1284.45,3211.13,3853.35,0.0,Elettrico
BMW,I4 2021 EDRIVE 35 ELETTRICA,0.5943,891.45,2228.63,2674.35,0.0,Elettrico
BMW,I4 2021 EDRIVE 40 ELETTRICA,0.5959,893.85,2234.63,2681.55,0.0,Elettrico
BMW,I4 XDRIVE 40 400CV MOD,2024.0,0.6215,932.25,2330.63,2796.75,Elettrico
BMW,I5 EDRIVE40 ELETTRICA,0.6871,1030.65,2576.63,3091.95,0.0,Elettrico
BMW,I5 M60 XDRIVE 600CV MOD,2024.0,0.8788,1318.2,3295.5,3954.6,Elettrico
BMW,I5 STATION EDRIVE40 ELETTRICA,0.7144,1071.6,2679.0,3214.8,0.0,Elettrico
BMW,I5 STATION XDRIVE40 ELETTRICA,0.7605,1140.75,2851.88,3422.25,0.0,Elettrico
BMW,I5 XDRIVE40 ELETTRICA,0.7267,1090.05,2725.13,3270.15,0.0,Elettrico
BMW,I7 EDRIVE50 106KW ELETTRICA,1.0579,1586.85,3967.13,4760.55,0.0,Elettrico
BMW,I7 XDRIVE60 106KW ELETTRICA,1.218,1827.0,4567.5,5481.0,0.0,Elettrico
BMW,IX XDRIVE 40 177CV,0.7827,1174.05,2935.13,3522.15,0.0,Elettrico
BMW,IX XDRIVE 50 177CV,0.9041,1356.15,3390.38,4068.45,0.0,Elettrico
BMW,IX1 XDRIVE 20 204CV ELETTRICA,0.5074,761.1,1902.75,2283.3,0.0,Elettrico
BMW,IX1 XDRIVE 30 326CV ELETTRICA,0.5875,881.25,2203.13,2643.75,0.0,Elettrico
BMW,IX2 EDRIVE 20 277CV ELETTRICA,0.5101,765.15,1912.88,2295.45,0.0,Elettrico
BMW,IX2 XDRIVE 30 313CV ELETTRICA,0.5892,883.8,2209.5,2651.4,0.0,Elettrico
BMW,IX3 80KW ELETTRICA,0.6993,1048.95,2622.38,3146.85,0.0,Elettrico
BYD,ATTO 3 204CV ELETTRICA,0.4926,738.9,1847.25,2216.7,0.0,Elettrico
BYD,"DOLPHIN 60,4 KWH ELETTRICA",0.4027,604.05,1510.13,1812.15,0.0,Elettrico
BYD,HAN ELETTRICA,0.677,1015.5,2538.75,3046.5,0.0,Elettrico
BYD,SEAL 313CV ELETTRICA,0.4982,747.3,1868.25,2241.9,0.0,Elettrico
BYD,SEAL 530CV ELETTRICA,0.5246,786.9,1967.25,2360.7,0.0,Elettrico
BYD,SEAL U 71KWH 218CV MOD,2024.0,0.4851,727.65,1819.13,2182.95,Elettrico
CITROEN,E-C3 44KWH ELETTRICA,0.3273,490.95,1227.38,1472.85,0.0,Elettrico
CITROEN,E-C3 AIRCROSS 113CV MOD,2024.0,0.3672,550.8,1377.0,1652.4,Elettrico
CITROEN,E-C4 50KWH ELETTRICA,0.4274,641.1,1602.75,1923.3,0.0,Elettrico
CITROEN,E-C4 54KWH ELETTRICA,0.4562,684.3,1710.75,2052.9,0.0,Elettrico
CITROEN,E-C4 X 50KWH ELETTRICA,0.4311,646.65,1616.63,1939.95,0.0,Elettrico
CITROEN,E-C4 X 54KWH ELETTRICA,0.4566,684.9,1712.25,2054.7,0.0,Elettrico
CUPRA,E-BORN 58KWH 231CV ELETTRICA,0.4549,682.35,1705.88,2047.05,0.0,Elettrico
CUPRA,E-BORN 77KWH 231CV ELETTRICA,0.4851,727.65,1819.13,2182.95,0.0,Elettrico
CUPRA,TAVASCAN ENDURANCE RWD 286CV MOD,2024.0,0.538,807.0,2017.5,2421.0,Elettrico
CUPRA,TAVASCAN VZ AWD 340CV MOD,2024.0,0.6683,1002.45,2506.13,3007.35,Elettrico
DACIA,SPRING 45 ELETTRICA,0.2764,414.66,1036.66,1243.99,0.0,Elettrico
DACIA,SPRING 65 ELETTRICA,0.2833,424.92,1062.29,1274.75,0.0,Elettrico
DFSK,GLORY 500E ELETTRICA,0.482,723.0,1807.5,2169.0,0.0,Elettrico
DR,AUTOMOBILES DR 1 EV ELETTRICA,0.333,499.5,1248.75,1498.5,0.0,Elettrico
DS,DS 3 E-TENSE ELETTRICA,0.4564,684.6,1711.5,2053.8,0.0,Elettrico
EMC,YUDO ELETTRICA,0.3277,491.48,1228.71,1474.45,0.0,Elettrico
FIAT,500 BERLINA 23KWH ELETTRICA,0.3638,545.7,1364.25,1637.1,0.0,Elettrico
FIAT,500 BERLINA 42KWH ELETTRICA,0.3898,584.7,1461.75,1754.1,0.0,Elettrico
FIAT,500 CABRIO 23KWH ELETTRICA,0.3809,571.35,1428.38,1714.05,0.0,Elettrico
FIAT,500 CABRIO 42KWH ELETTRICA,0.4101,615.15,1537.88,1845.45,0.0,Elettrico
FIAT,500 LA PRIMA BERLINA ELETTRICA,0.3941,591.15,1477.88,1773.45,0.0,Elettrico
FIAT,500 LA PRIMA CABRIO ELETTRICA,0.416,624.0,1560.0,1872.0,0.0,Elettrico
FIAT,600E ELETTRICA,0.4106,615.9,1539.75,1847.7,0.0,Elettrico
