MARCA,MODELLO,COSTO_KM_15000KM,FRINGE_25,FRINGE_30,FRINGE_50,FRINGE_60,TIPO_ALIMENTAZIONE
SUZUKI,VITARA 1.4 130CV 2WD IBRIDO BENZINA,0.4829,1810.88,2173.05,3621.75,4346.1,Ibrido Benzina
SUZUKI,VITARA 1.4 130CV 4WD IBRIDO BENZINA,0.5121,1920.38,2304.45,3840.75,4608.9,Ibrido Benzina
SUZUKI,VITARA 1.5 140CV 2WD HYBRID,0.5408,2028.0,2433.6,4056.0,4867.2,Ibrido Benzina
SUZUKI,VITARA 1.5 140CV 4WD HYBRID,0.5742,2153.25,2583.9,4306.5,5167.8,Ibrido Benzina
TOYOTA,C-HR 1.8 HV 140CV IBRIDO BENZINA,0.5891,2209.13,2650.95,4418.25,5301.9,Ibrido Benzina
TOYOTA,C-HR 2.0 HV 197CV IBRIDO BENZINA,0.6327,2372.63,2847.15,4745.25,5694.3,Ibrido Benzina
TOYOTA,C-HR 2.0 HV 197CV AWD IBRIDO BENZINA,0.656,2460.0,2952.0,4920.0,5904.0,Ibrido Benzina
TOYOTA,COROLLA BERLINA 1.8 140CV IBRIDO BENZINA,0.5583,2093.63,2512.35,4187.25,5024.7,Ibrido Benzina
TOYOTA,COROLLA BERLINA 2.0 200CV IBRIDO BENZINA,0.6133,2299.88,2759.85,4599.75,5519.7,Ibrido Benzina
TOYOTA,COROLLA CROSS 1.8H 140CV IBRIDO BENZINA,0.6116,2293.5,2752.2,4587.0,5504.4,Ibrido Benzina
TOYOTA,COROLLA CROSS 2.0H 197CV 2WD IBRIDO-BENZINA,0.6384,2394.0,2872.8,4788.0,5745.6,Ibrido Benzina
TOYOTA,COROLLA CROSS 2.0H 197CV 4WD IBRIDO-BENZINA,0.6617,2481.38,2977.65,4962.75,5955.3,Ibrido Benzina
TOYOTA,HIGHLANDER 2.5H AWD 250CV,0.8583,3218.63,3862.35,6437.25,7724.7,Ibrido Benzina
TOYOTA,RAV4 2019 2.5 HV 218CV 2WD,0.6618,2481.75,2978.1,4963.5,5956.2,Ibrido Benzina
TOYOTA,RAV4 2019 2.5 HV 222CV 4WD,0.6833,2562.38,3074.85,5124.75,6149.7,Ibrido Benzina
TOYOTA,YARIS 2024 1.5 130CV IBRIDO BENZINA,0.5235,1963.13,2355.75,3926.25,4711.5,Ibrido Benzina
TOYOTA,YARIS CROSS 1.5 116CV HYBRID,0.4682,1755.75,2106.9,3511.5,4213.8,Ibrido Benzina
TOYOTA,YARIS CROSS 1.5 4WD 116CV HYBRID,0.5068,1900.5,2280.6,3801.0,4561.2,Ibrido Benzina
TOYOTA,YARIS CROSS 1.5 HYBRID 4WD 131CV MOD 2024,0.5425,2034.38,2441.25,4068.75,4882.5,Ibrido Benzina
TOYOTA,YARIS CROSS 1.5 HYBRYD 131CV MOD 2024,0.5171,1939.13,2326.95,3878.25,4653.9,Ibrido Benzina
VOLKSWAGEN,GOLF VARIANT VIII 1.5 ETSI 115CV IBRIDO BENZINA,0.5904,2214.0,2656.8,4428.0,5313.6,Ibrido Benzina
VOLKSWAGEN,GOLF VARIANT VIII 1.5 ETSI 150CV IBRIDO BENZINA,0.6384,2394.0,2872.8,4788.0,5745.6,Ibrido Benzina
VOLKSWAGEN,GOLF VIII 1.5 ETSI 115CV IBRIDO BENZINA,0.5819,2182.13,2618.55,4364.25,5237.1,Ibrido Benzina
VOLKSWAGEN,GOLF VIII 1.5 ETSI 150CV IBRIDO BENZINA,0.626,2347.5,2817.0,4695.0,5634.0,Ibrido Benzina
VOLKSWAGEN,PASSAT STATION 1.5 ETSI 150CV IBRIDO BENZINA,0.7153,2682.38,3218.85,5364.75,6437.7,Ibrido Benzina
VOLKSWAGEN,TIGUAN 2024 1.5 ETSI 130CV IBRIDO BENZINA,0.6185,2319.38,2783.25,4638.75,5566.5,Ibrido Benzina
VOLKSWAGEN,TIGUAN 2024 1.5 ETSI 150CV IBRIDO BENZINA,0.6358,2384.25,2861.1,4768.5,5722.2,Ibrido Benzina
VOLVO,S60 B4 AUT 2.0 197CV IBRIDO BENZINA,0.7375,2765.63,3318.75,5531.25,6637.5,Ibrido Benzina
VOLVO,S60 B5 AUT AWD 2.0 250CV IBRIDO BENZINA,0.8834,3312.75,3975.3,6625.5,7950.6,Ibrido Benzina
VOLVO,V60 B4 AUT 2.0 197CV IBRIDO BENZINA,0.7793,2922.38,3506.85,5844.75,7013.7,Ibrido Benzina
VOLVO,V60 CROSS COUNTRY B5 AWD GEARTRONIC 2.0 250CV HYBRID,0.8416,3156.0,3787.2,6312.0,7574.4,Ibrido Benzina
VOLVO,XC40 B3 AUT 2.0 163CV IBRIDO BENZINA,0.6744,2529.0,3034.8,5058.0,6069.6,Ibrido Benzina
VOLVO,XC40 B4 AWD AUT 2.0 197CV IBRIDO BENZINA,0.7378,2766.75,3320.1,5533.5,6640.2,Ibrido Benzina
VOLVO,XC60 B5 AWD AUT 2.0 250CV IBRIDO BENZINA,0.9699,3637.13,4364.55,7274.25,8729.1,Ibrido Benzina
VOLVO,XC90 B5 AWD 250CV 7 POSTI,1.0483,3931.13,4717.35,7862.25,9434.7,Ibrido Benzina
AUDI,A4 30 2.0 TDI S-TRONIC 136CV HYBRID,0.6068,2275.5,2730.6,4551.0,5461.2,Diesel
AUDI,A4 35 2.0 TDI S-TRONIC 163CV HYBRID,0.6216,2331.0,2797.2,4662.0,5594.4,Diesel
AUDI,A4 40 2.0 TDI QUATTRO S-TRONIC 204CV IBRIDO GASOLIO,0.6771,2539.13,3046.95,5078.25,6093.9,Diesel
AUDI,A4 40 2.0 TDI S-TRONIC 204CV IBRIDO GASOLIO,0.6512,2442.0,2930.4,4884.0,5860.8,Diesel
AUDI,A4 50 3.0 TDI QUATTRO TIPTRONIC 286CV IBRIDO GASOLIO,0.7395,2773.13,3327.75,5546.25,6655.5,Diesel
AUDI,A4 ALLROAD 40 2.0 TDI S-TRONIC 204CV HYBRID,0.7009,2628.38,3154.05,5256.75,6308.1,Diesel
AUDI,A4 AVANT 30 2.0 TDI S-TRONIC 136CV HYBRID,0.6166,2312.25,2774.7,4624.5,5549.4,Diesel
AUDI,A4 AVANT 35 2.0 TDI S-TRONIC 163CV HYBRID,0.6293,2359.88,2831.85,4719.75,5663.7,Diesel
AUDI,A4 AVANT 40 2.0 TDI QUATTRO S-TRONIC 204CV IBRIDO GASOLIO,0.6891,2584.13,3100.95,5168.25,6201.9,Diesel
AUDI,A4 AVANT 40 2.0 TDI S-TRONIC 204CV IBRIDO GASOLIO,0.661,2478.75,2974.5,4957.5,5949.0,Diesel
AUDI,A4 AVANT 50 3.0 TDI QUATTRO TIPTRONIC 286CV IBRIDO GASOLIO,0.7633,2862.38,3434.85,5724.75,6869.7,Diesel
AUDI,A5 35 2.0 TDI S-TRONIC 163CV COUPÉ HYBRID,0.6796,2548.5,3058.2,5097.0,6116.4,Diesel
AUDI,A5 35 2.0 TDI S-TRONIC 163CV CABRIO HYBRID,0.7305,2739.38,3287.25,5478.75,6574.5,Diesel
AUDI,A5 SPB 35 2.0 TDI S-TRONIC 163CV HYBRID,0.6809,2553.38,3064.05,5106.75,6128.1,Diesel
AUDI,A5 SPB 40 2.0 TDI QUATTRO S-TRONIC 204CV IBRIDO-GASOLIO,0.7351,2756.63,3307.95,5513.25,6615.9,Diesel
AUDI,A5 SPB 50 3.0 TDI QUATTRO TIPTRONIC 286CV IBRIDO GASOLIO,0.8688,3258.0,3909.6,6516.0,7819.2,Diesel
AUDI,A6 35 2.0 TDI S-TRONIC 163CV HYBRID,0.7061,2647.88,3177.45,5295.75,6354.9,Diesel
AUDI,A6 40 2.0 TDI QUATTRO S-TRONIC 204CV HYBRID,0.743,2786.25,3343.5,5572.5,6687.0,Diesel
AUDI,A6 40 2.0 TDI S-TRONIC 204CV HYBRID,0.7267,2725.13,3270.15,5450.25,6540.3,Diesel
AUDI,A6 45 3.0 TDI S-TRONIC 245CV IBRIDO-GASOLIO,0.8209,3078.38,3694.05,6156.75,7388.1,Diesel
AUDI,A6 50 3.0 TDI QUATTRO TIPTR 286CV HYBRID,0.842,3157.5,3789.0,6315.0,7578.0,Diesel
AUDI,A6 ALLROAD 40 2.0 TDI QUATTRO STR 204CV IBRIDO GASOLIO,0.8072,3027.0,3632.4,6054.0,7264.8,Diesel
AUDI,A6 ALLROAD 45 3.0 TDI QUATTRO STR 245CV IBRIDO GASOLIO,0.8815,3305.63,3966.75,6611.25,7933.5,Diesel
AUDI,A6 ALLROAD 50 3.0 TDI QUATTRO TIPTR 285CV HYBRID,0.9044,3391.5,4069.8,6783.0,8139.6,Diesel
AUDI,A6 AVANT 35 2.0 TDI S-TRONIC 163CV HYBRID,0.7251,2719.13,3262.95,5438.25,6525.9,Diesel
AUDI,A6 AVANT 40 2.0 TDI QUATTRO S-TRONIC 204CV HYBRID,0.764,2865.0,3438.0,5730.0,6876.0,Diesel
AUDI,A6 AVANT 40 2.0 TDI S-TRONIC 204CV HYBRID,0.7457,2796.38,3355.65,5592.75,6711.3,Diesel
AUDI,A6 AVANT 45 3.0 TDI S-TRONIC 245CV IBRIDO-GASOLIO,0.8399,3149.63,3779.55,6299.25,7559.1,Diesel
AUDI,A6 AVANT 50 3.0 TDI QUATTRO TIPTR 286CV HYBRID,0.861,3228.75,3874.5,6457.5,7749.0,Diesel
AUDI,A7 SPB 40 2.0 TDI 204CV HYBRID,0.823,3086.25,3703.5,6172.5,7407.0,Diesel
AUDI,A7 SPB 40 2.0 TDI 204CV QUATTRO HYBRID,0.8363,3136.13,3763.35,6272.25,7526.7,Diesel
AUDI,A7 SPB 45 3.0 TDI QUATTRO S-TRONIC 245CV HYBRID,0.8964,3361.5,4033.8,6723.0,8067.6,Diesel
AUDI,A7 SPB 50 3.0 TDI 286CV QUATTRO TIPTR HYBRID,0.9392,3522.0,4226.4,7044.0,8452.8,Diesel
AUDI,A8 50 3.0 TDI QUATTRO TIPTR 286CV HYBRID,1.0552,3957.0,4748.4,7914.0,9496.8,Diesel
AUDI,Q5 40 2.0 TDI QUATTRO S-TRONIC 204CV HYBRID,0.7335,2750.63,3300.75,5501.25,6601.5,Diesel
AUDI,Q5 50 3.0 TDI QUATTRO TIPTRONIC 286CV HYBRID,0.9214,3455.25,4146.3,6910.5,8292.6,Diesel
AUDI,Q7 45 3.0 TDI QUATTRO TRIP 230CV MY2020 HYBRID,0.8998,3374.25,4049.1,6748.5,8098.2,Diesel
AUDI,Q7 50 3.0 TDI QUATTRO TRIP 286CV HYBRID,0.9031,3386.63,4063.95,6773.25,8127.9,Diesel
AUDI,Q8 45 3.0 TDI QUATTRO TRIP 231CV HYBRID,0.9443,3541.13,4249.35,7082.25,8498.7,Diesel
AUDI,Q8 50 3.0 TDI QUATTRO TRIP 286CV HYBRID,0.9662,3623.25,4347.9,7246.5,8695.8,Diesel
AUDI,S4 3.0 TDI QUATTRO TIPTRONIC 340CV IBRIDO GASOLIO,0.9193,3447.38,4136.85,6894.75,8273.7,Diesel
AUDI,S4 AVANT 3.0 TDI QUATTRO TIPTRONIC 340CV IBRIDO GASOLIO,0.9304,3489.0,4186.8,6978.0,8373.6,Diesel
AUDI,SQ5 3.0 TDI 340CV HYBRID,1.0199,3824.63,4589.55,7649.25,9179.1,Diesel
BMW,120D 48V MOD 2024 2.0 163CV MHYBRID,0.5693,2134.88,2561.85,4269.75,5123.7,Diesel
BMW,220D 2.0 190CV COUPÉ IBRIDO GASOLIO,0.6691,2509.13,3010.95,5018.25,6021.9,Diesel
BMW,220D 48V ACTIVE TOURER MHYBRID 2.0 163CV MOD 2024,0.5901,2212.88,2655.45,4425.75,5310.9,Diesel
BMW,223D 2.0 200CV XDRIVE ACTIVE TOURER IBRIDO-GASOLIO,0.6307,2365.13,2838.15,4730.25,5676.3,Diesel
BMW,318D 2.0 48V 150CV HYBRID,0.6517,2443.88,2932.65,4887.75,5865.3,Diesel
BMW,318D TOURING 2.0 48V 150CV HYBRID,0.6668,2500.5,3000.6,5001.0,6001.2,Diesel
BMW,320D 2.0 48V 190CV HYBRID,0.676,2535.0,3042.0,5070.0,6084.0,Diesel
BMW,320D 2.0 48V TOURING 190 HYBRID,0.6871,2576.63,3091.95,5153.25,6183.9,Diesel
BMW,320D 2.0 48V XDRIVE 190CV HYBRID,0.6914,2592.75,3111.3,5185.5,6222.6,Diesel
BMW,320D 2.0 48V XDRIVE TOURING 190CV HYBRID,0.7016,2631.0,3157.2,5262.0,6314.4,Diesel
BMW,330D XDRIVE 3.0 286CV IBRIDO GASOLIO,0.7946,2979.75,3575.7,5959.5,7151.4,Diesel
BMW,420D 2.0 190CV CABRIO IBRIDO-GASOLIO,0.7536,2826.0,3391.2,5652.0,6782.4,Diesel
BMW,420D 2.0 190CV COUPÈ IBRIDO-GASOLIO,0.6932,2599.5,3119.4,5199.0,6238.8,Diesel
BMW,420D 2021 2.0 190CV GRAN COUPÈ IBRIDO GASOLIO,0.7137,2676.38,3211.65,5352.75,6423.3,Diesel
BMW,420D XDRIVE 2.0 190CV COUPÈ IBRIDO-GASOLIO,0.7152,2682.0,3218.4,5364.0,6436.8,Diesel
BMW,420D XDRIVE 2021 2.0 190CV GRAN COUPÈ IBRIDO GASOLIO,0.735,2756.25,3307.5,5512.5,6615.0,Diesel
BMW,430D 3.0 286CV CABRIO IBRIDO-GASOLIO,0.8388,3145.5,3774.6,6291.0,7549.2,Diesel
BMW,430D XDRIVE 3.0 286CV COUPÈ IBRIDO-GASOLIO,0.7794,2922.75,3507.3,5845.5,7014.6,Diesel
BMW,520D 2.0 48V SDRIVE 197CV IBRIDO GASOLIO,0.7902,2963.25,3555.9,5926.5,7111.8,Diesel
BMW,520D 2.0 48V XDRIVE 197CV IBRIDO GASOLIO,0.8132,3049.5,3659.4,6099.0,7318.8,Diesel
BMW,540D 48V XDRIVE 3.0 249CV MOD 2024,0.8577,3216.38,3859.65,6432.75,7719.3,Diesel
BMW,540D 48V XDRIVE MHYBRID 3.0 286CV MOD 2024,0.8561,3210.38,3852.45,6420.75,7704.9,Diesel
BMW,M340D 3.0 48V XDRIVE TOURING 340CV HYBRID,0.9067,3400.13,4080.15,6800.25,8160.3,Diesel
BMW,M440D XDRIVE 3.0 374CV CABRIO IBRIDO-GASOLIO,0.9763,3661.13,4393.35,7322.25,8786.7,Diesel
BMW,M440D XDRIVE 3.0 340CV COUPÈ IBRIDO-GASOLIO,0.9132,3424.5,4109.4,6849.0,8218.8,Diesel
BMW,X1 2022 XDRIVE 20D 2.0 163CV IBRIDO GASOLIO,0.6351,2381.63,2857.95,4763.25,5715.9,Diesel
BMW,X1 2022 XDRIVE 23D 2.0 211CV IBRIDO GASOLIO,0.665,2493.75,2992.5,4987.5,5985.0,Diesel
BMW,X2 SDRIVE 20D MHYBRID 2.0 163CV MOD 2024,0.6296,2361.0,2833.2,4722.0,5666.4,Diesel
BMW,X2 XDRIVE 20D 2.0 163CV IBRIDO GASOLIO,0.641,2403.75,2884.5,4807.5,5769.0,Diesel
BMW,X3 XDRIVE20D 2.0 MHYBRID 197CV MOD 2024,0.768,2880.0,3456.0,5760.0,6912.0,Diesel
BMW,X4 XDRIVE 20D 190CV HYBRID,0.7644,2866.5,3439.8,5733.0,6879.6,Diesel
BMW,X4 XDRIVE 30D 3.0 250CV IBRIDO-GASOLIO,0.8506,3189.75,3827.7,6379.5,7655.4,Diesel
BMW,X4 XDRIVE 30D 3.0 286CV IBRIDO-GASOLIO,0.8445,3166.88,3800.25,6333.75,7600.5,Diesel
BMW,X4 XDRIVE M40D 3.0 340CV IBRIDO-GASOLIO,0.9505,3564.38,4277.25,7128.75,8554.5,Diesel
BMW,X5 XDRIVE 30D 3.0 298CV IBRIDO GASOLIO,0.9737,3651.38,4381.65,7302.75,8763.3,Diesel
BMW,X5 XDRIVE 40D 3.0 352CV IBRIDO GASOLIO,1.0131,3799.13,4558.95,7598.25,9117.9,Diesel
BMW,X6 XDRIVE 30D 3.0 286CV IBRIDO-GASOLIO,0.9722,3645.75,4374.9,7291.5,8749.8,Diesel
HYUNDAI,TUCSON 1.6 CRDI 136CV MILD HYBRID,0.5346,2004.75,2405.7,4009.5,4811.4,Diesel
JAGUAR,E-PACE 2024 2.0D 163CV IBRIDO GASOLIO,0.7234,2712.75,3255.3,5425.5,6510.6,Diesel
JAGUAR,E-PACE 2024 2.0D 204CV IBRIDO GASOLIO,0.7538,2826.75,3392.1,5653.5,6784.2,Diesel
JAGUAR,F-PACE 2024 2.0D 163CV IBRIDO GASOLIO,0.7958,2984.25,3581.1,5968.5,7162.2,Diesel
JAGUAR,F-PACE 2024 2.0D 204CV IBRIDO GASOLIO,0.8231,3086.63,3703.95,6173.25,7407.9,Diesel
JAGUAR,F-PACE 2024 3.0D 300CV IBRIDO GASOLIO,0.9644,3616.5,4339.8,7233.0,8679.6,Diesel
JAGUAR,XE 2.0D 204CV IBRIDO-GASOLIO,0.6755,2533.13,3039.75,5066.25,6079.5,Diesel
JAGUAR,XF 2.0D 204CV IBRIDO-GASOLIO,0.7353,2757.38,3308.85,5514.75,6617.7,Diesel
JAGUAR,XF 2.0D 204CV AWD IBRIDO-GASOLIO,0.7545,2829.38,3395.25,5658.75,6790.5,Diesel
KIA,CEED STATION 1.6 CRDI 136CV,0.4792,1797.0,2156.4,3594.0,4312.8,Diesel
KIA,SPORTAGE 1.6 CRDI MHYBRID AWD 136CV MOD 2024,0.6052,2269.5,2723.4,4539.0,5446.8,Diesel
LAND,ROVER DEFENDER 110 3.0D I6 200CV AWD IBRIDO GASOLIO,0.8788,3295.5,3954.6,6591.0,7909.2,Diesel
LAND,ROVER DEFENDER 110 3.0D I6 250CV AWD IBRIDO GASOLIO,0.9221,3457.88,4149.45,6915.75,8298.9,Diesel
LAND,ROVER DEFENDER 110 3.0D I6 300CV AWD IBRIDO GASOLIO,0.9616,3606.0,4327.2,7212.0,8654.4,Diesel
LAND,ROVER DEFENDER 90 3.0D I6 200CV AWD IBRIDO GASOLIO,0.8654,3245.25,3894.3,6490.5,7788.6,Diesel
LAND,ROVER DEFENDER 90 3.0D I6 250CV AWD IBRIDO GASOLIO,0.9087,3407.63,4089.15,6815.25,8178.3,Diesel
LAND,ROVER DEFENDER 90 3.0D I6 300CV AWD IBRIDO GASOLIO,0.943,3536.25,4243.5,7072.5,8487.0,Diesel
LAND,ROVER DISCOVERY 3.0D I6 250CV AWD IBRIDO GASOLIO,0.937,3513.75,4216.5,7027.5,8433.0,Diesel
LAND,ROVER DISCOVERY 3.0D MHYBRID 349CV MOD 2024,0.9816,3681.0,4417.2,7362.0,8834.4,Diesel
LAND,ROVER DISCOVERY SPORT 2020 2.0 TD4 163CV IBRIDO-GASOLIO,0.6491,2434.13,2920.95,4868.25,5841.9,Diesel
LAND,ROVER DISCOVERY SPORT 2020 2.0 TD4 204CV IBRIDO-GASOLIO,0.7195,2698.13,3237.75,5396.25,6475.5,Diesel
LAND,ROVER RANGE ROVER 2022 3.0D I6 250CV IBRIDO GASOLIO,1.2752,4782.0,5738.4,9564.0,11476.8,Diesel
LAND,ROVER RANGE ROVER 2022 3.0D I6 350CV IBRIDO GASOLIO,1.3203,4951.13,5941.35,9902.25,11882.7,Diesel
LAND,ROVER RANGE ROVER EVOQUE 2.0D I4 163CV AWD IBRIDO-GASOLIO,0.6953,2607.38,3128.85,5214.75,6257.7,Diesel
LAND,ROVER RANGE ROVER EVOQUE 2.0D I4 204CV AWD IBRIDO-GASOLIO,0.7226,2709.75,3251.7,5419.5,6503.4,Diesel
LAND,ROVER RANGE ROVER SPORT 2022 3.0D I6 250CV IBRIDO-GASOLIO,1.0648,3993.0,4791.6,7986.0,9583.2,Diesel
LAND,ROVER RANGE ROVER SPORT 2022 3.0D I6 300CV IBRIDO-GASOLIO,1.1231,4211.63,5053.95,8423.25,10107.9,Diesel
LAND,ROVER RANGE ROVER SPORT 2022 3.0D I6 350CV IBRIDO-GASOLIO,1.2632,4737.0,5684.4,9474.0,11368.8,Diesel
LAND,ROVER RANGE ROVER VELAR 2.0D I4 MHYBRID 204 CV MOD 2024,0.838,3142.5,3771.0,6285.0,7542.0,Diesel
LAND,ROVER VELAR 2024 3.0D I6 300CV IBRIDO GASOLIO,1.0109,3790.88,4549.05,7581.75,9098.1,Diesel
MAZDA,CX-60 3.3L E-SKYACTIVE D 200CV IBRIDO GASOLIO,0.7061,2647.88,3177.45,5295.75,6354.9,Diesel
MAZDA,CX-60 3.3L E-SKYACTIVE D 250CV IBRIDO GASOLIO,0.7589,2845.88,3415.05,5691.75,6830.1,Diesel
MAZDA,CX-80 3.3L E-SKYACTIV D MHYBRID 249CV MOD 2024,0.7779,2917.13,3500.55,5834.25,7001.1,Diesel
MERCEDES,C200D 2.0 163CV BERLINA MILD HYBRID,0.6923,2596.13,3115.35,5192.25,6230.7,Diesel
MERCEDES,C200D 2.0 163CV SW MILD HYBRID,0.7017,2631.38,3157.65,5262.75,6315.3,Diesel
MERCEDES,C220D 2.0 197CV 4MATIC IBRIDO GASOLIO,0.7698,2886.75,3464.1,5773.5,6928.2,Diesel
MERCEDES,C220D 2.0 200CV BERLINA MILD HYBRID,0.7112,2667.0,3200.4,5334.0,6400.8,Diesel
MERCEDES,C220D 2.0 200CV 4MATIC SW MILD HYBRID,0.7411,2779.13,3334.95,5558.25,6669.9,Diesel
MERCEDES,C220D 2.0 200CV SW MILD HYBRID,0.7218,2706.75,3248.1,5413.5,6496.2,Diesel
MERCEDES,C300D 2.0 265CV BERLINA MILD HYBRID,0.7427,2785.13,3342.15,5570.25,6684.3,Diesel
MERCEDES,C300D 2.0 265CV 4MATIC BERLINA MILD HYBRID,0.7553,2832.38,3398.85,5664.75,6797.7,Diesel
MERCEDES,C300D 2.0 265CV SW MILD HYBRID,0.7639,2864.63,3437.55,5729.25,6875.1,Diesel
MERCEDES,CLE 220D COUPÉ 2.0 197CV IBRIDO GASOLIO,0.7223,2708.63,3250.35,5417.25,6500.7,Diesel
MERCEDES,E 220D 2.0 197CV MILD HYBRID,0.7786,2919.75,3503.7,5839.5,7007.4,Diesel
MERCEDES,E 220D 2.0 4MATIC 197CV MILD HYBRID,0.806,3022.5,3627.0,6045.0,7254.0,Diesel
MERCEDES,E 450D 3.0 4MATIC 367CV IBRIDO-GASOLIO,0.9963,3736.13,4483.35,7472.25,8966.7,Diesel
MERCEDES,G 450D 3.0 367CV IBRIDO GASOLIO,1.3418,5031.75,6038.1,10063.5,12076.2,Diesel
MERCEDES,GLC 220D 4M 200CV IBRIDO GASOLIO,0.7692,2884.5,3461.4,5769.0,6922.8,Diesel
MERCEDES,GLC 300D 4M 270CV IBRIDO GASOLIO,0.8678,3254.25,3905.1,6508.5,7810.2,Diesel
MERCEDES,GLC 450D 4M 367CV IBRIDO GASOLIO,0.9748,3655.5,4386.6,7311.0,8773.2,Diesel
MERCEDES,GLE 450D 3.0 4MATIC 370CV IBRIDO GASOLIO,1.0695,4010.63,4812.75,8021.25,9625.5,Diesel
MINI,MINI COUNTRYMAN 2.0D 163CV IBRIDO GASOLIO,0.5645,2116.88,2540.25,4233.75,5080.5,Diesel
VOLVO,XC60 2019 B4 GEARTRONIC 2.0 AWD 197CV HYBRID,0.7236,2713.5,3256.2,5427.0,6512.4,Diesel
VOLVO,XC60 B4 2.0 197CV FWD IBRIDO GASOLIO,0.7372,2764.5,3317.4,5529.0,6634.8,Diesel
